錒|锕|SayJack|
藹|蔼|SayJack|
愛|爱|SayJack|
礙|碍|SayJack|
捱|挨|SayJack|
皚|皑|SayJack|
靄|霭|SayJack|
曖|暧|SayJack|
騃|呆|SayJack|
嬡|嫒|SayJack|
璦|瑷|SayJack|
鎄|锿|SayJack|
噯|嗳|SayJack|
菴|庵|SayJack|
鵪|鹌|SayJack|
闇|暗|SayJack|
銨|铵|SayJack|
諳|谙|SayJack|
骯|肮|SayJack|
奧|奥|SayJack|
襖|袄|SayJack|
嶴|岙|SayJack|
驁|骜|SayJack|
鼇|鳌|SayJack|
媼|媪|SayJack|
罷|罢|SayJack|
壩|坝|SayJack|
鈀|钯|SayJack|
䰾|鲃|SayJack|
擺|摆|SayJack|
敗|败|SayJack|
唄|呗|SayJack|
辦|办|SayJack|
頒|颁|SayJack|
闆|板|SayJack|
絆|绊|SayJack|
鈑|钣|SayJack|
綁|绑|SayJack|
幫|帮|SayJack|
謗|谤|SayJack|
鎊|镑|SayJack|
鮑|鲍|SayJack|
報|报|SayJack|
寶|宝|SayJack|
飽|饱|SayJack|
鉋|刨|SayJack|
鴇|鸨|SayJack|
備|备|SayJack|
輩|辈|SayJack|
貝|贝|SayJack|
狽|狈|SayJack|
盃|杯|SayJack|
憊|惫|SayJack|
揹|背|SayJack|
鋇|钡|SayJack|
鵯|鹎|SayJack|
錛|锛|SayJack|
繃|绷|SayJack|
鏰|镚|SayJack|
筆|笔|SayJack|
畢|毕|SayJack|
閉|闭|SayJack|
痺|痹|SayJack|
幣|币|SayJack|
斃|毙|SayJack|
篳|筚|SayJack|
贔|赑|SayJack|
賁|贲|SayJack|
嗶|哔|SayJack|
鰏|鲾|SayJack|
鉍|铋|SayJack|
詖|诐|SayJack|
蹕|跸|SayJack|
蓽|荜|SayJack|
編|编|SayJack|
辯|辩|SayJack|
變|变|SayJack|
邊|边|SayJack|
辮|辫|SayJack|
貶|贬|SayJack|
鯿|鳊|SayJack|
籩|笾|SayJack|
緶|缏|SayJack|
標|标|SayJack|
錶|表|SayJack|
鑣|镳|SayJack|
飆|飙|SayJack|
颮|飑|SayJack|
鰾|鳔|SayJack|
鏢|镖|SayJack|
別|别|SayJack|
彆|别|SayJack|
鼈|鳖|SayJack|
鱉|鳖|SayJack|
癟|瘪|SayJack|
殯|殡|SayJack|
繽|缤|SayJack|
濱|滨|SayJack|
賓|宾|SayJack|
瀕|濒|SayJack|
鬢|鬓|SayJack|
檳|槟|SayJack|
鑌|镔|SayJack|
髕|髌|SayJack|
擯|摈|SayJack|
儐|傧|SayJack|
臏|膑|SayJack|
並|并|SayJack|
併|并|SayJack|
餅|饼|SayJack|
稟|禀|SayJack|
蔔|卜|SayJack|
撥|拨|SayJack|
剝|剥|SayJack|
駁|驳|SayJack|
鵓|鹁|SayJack|
餑|饽|SayJack|
鎛|镈|SayJack|
鮊|鲌|SayJack|
鮁|鲅|SayJack|
缽|钵|SayJack|
鈸|钹|SayJack|
蘗|檗|SayJack|
鉑|铂|SayJack|
襏|袯|SayJack|
佈|布|SayJack|
補|补|SayJack|
鈽|钸|SayJack|
綵|彩|SayJack|
採|采|SayJack|
財|财|SayJack|
慘|惨|SayJack|
慚|惭|SayJack|
殘|残|SayJack|
燦|灿|SayJack|
蠶|蚕|SayJack|
參|参|SayJack|
叄|叁|SayJack|
驂|骖|SayJack|
滄|沧|SayJack|
倉|仓|SayJack|
艙|舱|SayJack|
蒼|苍|SayJack|
傖|伧|SayJack|
測|测|SayJack|
廁|厕|SayJack|
側|侧|SayJack|
冊|册|SayJack|
厠|厕|SayJack|
惻|恻|SayJack|
層|层|SayJack|
剎|刹|SayJack|
詫|诧|SayJack|
餷|馇|SayJack|
鍤|锸|SayJack|
鑔|镲|SayJack|
奼|姹|SayJack|
蠆|虿|SayJack|
儕|侪|SayJack|
釵|钗|SayJack|
纏|缠|SayJack|
鏟|铲|SayJack|
產|产|SayJack|
蟬|蝉|SayJack|
剷|铲|SayJack|
攙|搀|SayJack|
闡|阐|SayJack|
饞|馋|SayJack|
驏|骣|SayJack|
懺|忏|SayJack|
鑱|镵|SayJack|
囅|冁|SayJack|
諂|谄|SayJack|
蕆|蒇|SayJack|
禪|禅|SayJack|
嬋|婵|SayJack|
讒|谗|SayJack|
滻|浐|SayJack|
腸|肠|SayJack|
長|长|SayJack|
償|偿|SayJack|
場|场|SayJack|
暢|畅|SayJack|
嘗|尝|SayJack|
嚐|尝|SayJack|
廠|厂|SayJack|
閶|阊|SayJack|
萇|苌|SayJack|
倀|伥|SayJack|
鯧|鲳|SayJack|
悵|怅|SayJack|
鈔|钞|SayJack|
徹|彻|SayJack|
車|车|SayJack|
轍|辙|SayJack|
硨|砗|SayJack|
襯|衬|SayJack|
塵|尘|SayJack|
陳|陈|SayJack|
縝|缜|SayJack|
諶|谌|SayJack|
齔|龀|SayJack|
磣|碜|SayJack|
讖|谶|SayJack|
櫬|榇|SayJack|
懲|惩|SayJack|
稱|称|SayJack|
撐|撑|SayJack|
誠|诚|SayJack|
湞|浈|SayJack|
蟶|蛏|SayJack|
赬|赪|SayJack|
棖|枨|SayJack|
檉|柽|SayJack|
騁|骋|SayJack|
呎|尺|SayJack|
遲|迟|SayJack|
熾|炽|SayJack|
馳|驰|SayJack|
恥|耻|SayJack|
齒|齿|SayJack|
喫|吃|SayJack|
癡|痴|SayJack|
鴟|鸱|SayJack|
飭|饬|SayJack|
蟲|虫|SayJack|
衝|冲|SayJack|
沖|冲|SayJack|
寵|宠|SayJack|
銃|铳|SayJack|
籌|筹|SayJack|
醜|丑|SayJack|
綢|绸|SayJack|
疇|畴|SayJack|
幬|帱|SayJack|
讎|雠|SayJack|
儔|俦|SayJack|
躊|踌|SayJack|
儲|储|SayJack|
處|处|SayJack|
礎|础|SayJack|
廚|厨|SayJack|
鋤|锄|SayJack|
櫥|橱|SayJack|
觸|触|SayJack|
雛|雏|SayJack|
齣|出|SayJack|
芻|刍|SayJack|
躕|蹰|SayJack|
絀|绌|SayJack|
傳|传|SayJack|
釧|钏|SayJack|
牀|床|SayJack|
創|创|SayJack|
闖|闯|SayJack|
瘡|疮|SayJack|
戧|戗|SayJack|
愴|怆|SayJack|
錘|锤|SayJack|
搥|捶|SayJack|
鎚|锤|SayJack|
脣|唇|SayJack|
純|纯|SayJack|
蒓|莼|SayJack|
鶉|鹑|SayJack|
輟|辍|SayJack|
綽|绰|SayJack|
齪|龊|SayJack|
詞|词|SayJack|
辭|辞|SayJack|
賜|赐|SayJack|
薺|荠|SayJack|
聰|聪|SayJack|
從|从|SayJack|
叢|丛|SayJack|
蔥|葱|SayJack|
囪|囱|SayJack|
蓯|苁|SayJack|
驄|骢|SayJack|
樅|枞|SayJack|
湊|凑|SayJack|
輳|辏|SayJack|
麤|粗|SayJack|
竄|窜|SayJack|
鑹|镩|SayJack|
躥|蹿|SayJack|
攛|撺|SayJack|
吋|寸|SayJack|
邨|村|SayJack|
錯|错|SayJack|
銼|锉|SayJack|
達|达|SayJack|
韃|鞑|SayJack|
薘|荙|SayJack|
墶|垯|SayJack|
貸|贷|SayJack|
帶|带|SayJack|
膽|胆|SayJack|
誕|诞|SayJack|
擔|担|SayJack|
單|单|SayJack|
彈|弹|SayJack|
躭|耽|SayJack|
憚|惮|SayJack|
撣|掸|SayJack|
癉|瘅|SayJack|
鉭|钽|SayJack|
簞|箪|SayJack|
殫|殚|SayJack|
鄲|郸|SayJack|
盪|荡|SayJack|
當|当|SayJack|
檔|档|SayJack|
黨|党|SayJack|
擋|挡|SayJack|
蕩|荡|SayJack|
鐺|铛|SayJack|
襠|裆|SayJack|
噹|当|SayJack|
壋|垱|SayJack|
讜|谠|SayJack|
簹|筜|SayJack|
氹|凼|SayJack|
璫|珰|SayJack|
碭|砀|SayJack|
攩|挡|SayJack|
搗|捣|SayJack|
島|岛|SayJack|
導|导|SayJack|
禱|祷|SayJack|
盜|盗|SayJack|
燾|焘|SayJack|
魛|鱽|SayJack|
擣|捣|SayJack|
鍀|锝|SayJack|
燈|灯|SayJack|
鄧|邓|SayJack|
鐙|镫|SayJack|
滌|涤|SayJack|
締|缔|SayJack|
遞|递|SayJack|
敵|敌|SayJack|
牴|抵|SayJack|
鏑|镝|SayJack|
糴|籴|SayJack|
覿|觌|SayJack|
軑|轪|SayJack|
諦|谛|SayJack|
詆|诋|SayJack|
澱|淀|SayJack|
點|点|SayJack|
電|电|SayJack|
墊|垫|SayJack|
顛|颠|SayJack|
癲|癫|SayJack|
巔|巅|SayJack|
鈿|钿|SayJack|
調|调|SayJack|
弔|吊|SayJack|
釣|钓|SayJack|
鵰|雕|SayJack|
彫|雕|SayJack|
銱|铞|SayJack|
鯛|鲷|SayJack|
疊|叠|SayJack|
諜|谍|SayJack|
鰈|鲽|SayJack|
釘|钉|SayJack|
頂|顶|SayJack|
訂|订|SayJack|
錠|锭|SayJack|
丟|丢|SayJack|
銩|铥|SayJack|
棟|栋|SayJack|
凍|冻|SayJack|
動|动|SayJack|
東|东|SayJack|
鼕|冬|SayJack|
鶇|鸫|SayJack|
腖|胨|SayJack|
鬥|斗|SayJack|
竇|窦|SayJack|
荳|豆|SayJack|
鈄|钭|SayJack|
讀|读|SayJack|
獨|独|SayJack|
賭|赌|SayJack|
牘|牍|SayJack|
鍍|镀|SayJack|
黷|黩|SayJack|
犢|犊|SayJack|
瀆|渎|SayJack|
篤|笃|SayJack|
闍|阇|SayJack|
櫝|椟|SayJack|
鍛|锻|SayJack|
斷|断|SayJack|
緞|缎|SayJack|
對|对|SayJack|
隊|队|SayJack|
兌|兑|SayJack|
懟|怼|SayJack|
鐓|镦|SayJack|
鈍|钝|SayJack|
噸|吨|SayJack|
頓|顿|SayJack|
躉|趸|SayJack|
燉|炖|SayJack|
墮|堕|SayJack|
奪|夺|SayJack|
飿|饳|SayJack|
綞|缍|SayJack|
嚲|亸|SayJack|
鐸|铎|SayJack|
惡|恶|SayJack|
額|额|SayJack|
鱷|鳄|SayJack|
鵝|鹅|SayJack|
餓|饿|SayJack|
訛|讹|SayJack|
阨|厄|SayJack|
鶚|鹗|SayJack|
噁|恶|SayJack|
堊|垩|SayJack|
軛|轭|SayJack|
顎|颚|SayJack|
鍔|锷|SayJack|
諤|谔|SayJack|
閼|阏|SayJack|
爾|尔|SayJack|
貳|贰|SayJack|
兒|儿|SayJack|
餌|饵|SayJack|
鉺|铒|SayJack|
邇|迩|SayJack|
鴯|鸸|SayJack|
罰|罚|SayJack|
發|发|SayJack|
髮|发|SayJack|
閥|阀|SayJack|
琺|珐|SayJack|
氾|泛|SayJack|
飯|饭|SayJack|
販|贩|SayJack|
煩|烦|SayJack|
範|范|SayJack|
礬|矾|SayJack|
汎|泛|SayJack|
釩|钒|SayJack|
訪|访|SayJack|
紡|纺|SayJack|
倣|仿|SayJack|
魴|鲂|SayJack|
鈁|钫|SayJack|
鰟|鳑|SayJack|
廢|废|SayJack|
飛|飞|SayJack|
費|费|SayJack|
緋|绯|SayJack|
鐨|镄|SayJack|
鯡|鲱|SayJack|
誹|诽|SayJack|
憤|愤|SayJack|
糞|粪|SayJack|
紛|纷|SayJack|
墳|坟|SayJack|
奮|奋|SayJack|
鱝|鲼|SayJack|
僨|偾|SayJack|
風|风|SayJack|
鳳|凤|SayJack|
豐|丰|SayJack|
諷|讽|SayJack|
峯|峰|SayJack|
鋒|锋|SayJack|
楓|枫|SayJack|
縫|缝|SayJack|
瘋|疯|SayJack|
馮|冯|SayJack|
碸|砜|SayJack|
灃|沣|SayJack|
渢|沨|SayJack|
復|复|SayJack|
輻|辐|SayJack|
撫|抚|SayJack|
負|负|SayJack|
彿|佛|SayJack|
膚|肤|SayJack|
縛|缚|SayJack|
婦|妇|SayJack|
輔|辅|SayJack|
賦|赋|SayJack|
複|复|SayJack|
伕|夫|SayJack|
麩|麸|SayJack|
紱|绂|SayJack|
鳧|凫|SayJack|
頫|俯|SayJack|
韍|韨|SayJack|
訃|讣|SayJack|
鮒|鲋|SayJack|
駙|驸|SayJack|
賻|赙|SayJack|
嘸|呒|SayJack|
紼|绋|SayJack|
鰒|鳆|SayJack|
釓|钆|SayJack|
該|该|SayJack|
蓋|盖|SayJack|
鈣|钙|SayJack|
賅|赅|SayJack|
榦|干|SayJack|
桿|杆|SayJack|
幹|干|SayJack|
趕|赶|SayJack|
稈|秆|SayJack|
鱤|鳡|SayJack|
尷|尴|SayJack|
紺|绀|SayJack|
贛|赣|SayJack|
槓|杠|SayJack|
綱|纲|SayJack|
岡|冈|SayJack|
鋼|钢|SayJack|
剛|刚|SayJack|
崗|岗|SayJack|
戇|戆|SayJack|
鋯|锆|SayJack|
誥|诰|SayJack|
縞|缟|SayJack|
擱|搁|SayJack|
閣|阁|SayJack|
個|个|SayJack|
鴿|鸽|SayJack|
閤|合|SayJack|
鉻|铬|SayJack|
鎘|镉|SayJack|
箇|个|SayJack|
給|给|SayJack|
亙|亘|SayJack|
綆|绠|SayJack|
賡|赓|SayJack|
鯁|鲠|SayJack|
鞏|巩|SayJack|
貢|贡|SayJack|
宮|宫|SayJack|
龔|龚|SayJack|
夠|够|SayJack|
鈎|钩|SayJack|
構|构|SayJack|
購|购|SayJack|
溝|沟|SayJack|
鉤|钩|SayJack|
覯|觏|SayJack|
緱|缑|SayJack|
搆|构|SayJack|
詬|诟|SayJack|
穀|谷|SayJack|
顧|顾|SayJack|
僱|雇|SayJack|
轂|毂|SayJack|
鴣|鸪|SayJack|
鯝|鲴|SayJack|
蠱|蛊|SayJack|
鶻|鹘|SayJack|
餶|馉|SayJack|
鈷|钴|SayJack|
詁|诂|SayJack|
錮|锢|SayJack|
掛|挂|SayJack|
蝸|蜗|SayJack|
颳|刮|SayJack|
鴰|鸹|SayJack|
詿|诖|SayJack|
腡|脶|SayJack|
剮|剐|SayJack|
枴|拐|SayJack|
柺|拐|SayJack|
館|馆|SayJack|
貫|贯|SayJack|
觀|观|SayJack|
慣|惯|SayJack|
關|关|SayJack|
䲘|鳤|SayJack|
鸛|鹳|SayJack|
鰥|鳏|SayJack|
摜|掼|SayJack|
廣|广|SayJack|
獷|犷|SayJack|
櫃|柜|SayJack|
軌|轨|SayJack|
規|规|SayJack|
貴|贵|SayJack|
詭|诡|SayJack|
龜|龟|SayJack|
歸|归|SayJack|
閨|闺|SayJack|
溈|沩|SayJack|
鮭|鲑|SayJack|
匱|匮|SayJack|
劌|刿|SayJack|
媯|妫|SayJack|
匭|匦|SayJack|
劊|刽|SayJack|
鱖|鳜|SayJack|
檜|桧|SayJack|
滾|滚|SayJack|
輥|辊|SayJack|
袞|衮|SayJack|
鯀|鲧|SayJack|
緄|绲|SayJack|
鍋|锅|SayJack|
過|过|SayJack|
國|国|SayJack|
蟈|蝈|SayJack|
餜|馃|SayJack|
幗|帼|SayJack|
堝|埚|SayJack|
槨|椁|SayJack|
摑|掴|SayJack|
錁|锞|SayJack|
鉿|铪|SayJack|
駭|骇|SayJack|
頦|颏|SayJack|
漢|汉|SayJack|
韓|韩|SayJack|
扞|捍|SayJack|
銲|焊|SayJack|
頇|顸|SayJack|
頷|颔|SayJack|
歛|敛|SayJack|
頏|颃|SayJack|
蠔|蚝|SayJack|
號|号|SayJack|
顥|颢|SayJack|
鎬|镐|SayJack|
灝|灏|SayJack|
鶴|鹤|SayJack|
賀|贺|SayJack|
闔|阖|SayJack|
齕|龁|SayJack|
閡|阂|SayJack|
訶|诃|SayJack|
頜|颌|SayJack|
紇|纥|SayJack|
龢|和|SayJack|
恆|恒|SayJack|
橫|横|SayJack|
黌|黉|SayJack|
絎|绗|SayJack|
鴴|鸻|SayJack|
紅|红|SayJack|
轟|轰|SayJack|
鬨|哄|SayJack|
鴻|鸿|SayJack|
嗊|唝|SayJack|
葒|荭|SayJack|
閎|闳|SayJack|
訌|讧|SayJack|
後|后|SayJack|
餱|糇|SayJack|
鱟|鲎|SayJack|
壺|壶|SayJack|
鬍|胡|SayJack|
護|护|SayJack|
滬|沪|SayJack|
戶|户|SayJack|
滸|浒|SayJack|
沍|冱|SayJack|
餬|糊|SayJack|
鵠|鹄|SayJack|
軤|轷|SayJack|
鶘|鹕|SayJack|
話|话|SayJack|
華|华|SayJack|
嘩|哗|SayJack|
劃|划|SayJack|
譁|哗|SayJack|
樺|桦|SayJack|
嫿|婳|SayJack|
鏵|铧|SayJack|
驊|骅|SayJack|
懷|怀|SayJack|
壞|坏|SayJack|
煥|焕|SayJack|
歡|欢|SayJack|
換|换|SayJack|
還|还|SayJack|
緩|缓|SayJack|
瘓|痪|SayJack|
環|环|SayJack|
喚|唤|SayJack|
渙|涣|SayJack|
奐|奂|SayJack|
繯|缳|SayJack|
鍰|锾|SayJack|
黃|黄|SayJack|
謊|谎|SayJack|
鍠|锽|SayJack|
鰉|鳇|SayJack|
毀|毁|SayJack|
繪|绘|SayJack|
輝|辉|SayJack|
誨|诲|SayJack|
匯|汇|SayJack|
會|会|SayJack|
賄|贿|SayJack|
迴|回|SayJack|
穢|秽|SayJack|
揮|挥|SayJack|
燬|毁|SayJack|
彙|汇|SayJack|
諱|讳|SayJack|
翬|翚|SayJack|
燴|烩|SayJack|
褘|袆|SayJack|
薈|荟|SayJack|
翽|翙|SayJack|
詼|诙|SayJack|
譭|毁|SayJack|
暉|晖|SayJack|
煇|辉|SayJack|
渾|浑|SayJack|
葷|荤|SayJack|
餛|馄|SayJack|
閽|阍|SayJack|
諢|诨|SayJack|
琿|珲|SayJack|
穫|获|SayJack|
貨|货|SayJack|
獲|获|SayJack|
禍|祸|SayJack|
鑊|镬|SayJack|
鸌|鹱|SayJack|
鍃|锪|SayJack|
鈥|钬|SayJack|
擊|击|SayJack|
劑|剂|SayJack|
計|计|SayJack|
緝|缉|SayJack|
雞|鸡|SayJack|
繼|继|SayJack|
跡|迹|SayJack|
擠|挤|SayJack|
極|极|SayJack|
績|绩|SayJack|
記|记|SayJack|
羈|羁|SayJack|
積|积|SayJack|
濟|济|SayJack|
輯|辑|SayJack|
際|际|SayJack|
機|机|SayJack|
級|级|SayJack|
紀|纪|SayJack|
幾|几|SayJack|
饑|饥|SayJack|
嘰|叽|SayJack|
飢|饥|SayJack|
鯽|鲫|SayJack|
譏|讥|SayJack|
蟣|虮|SayJack|
蹟|迹|SayJack|
霽|霁|SayJack|
薊|蓟|SayJack|
覬|觊|SayJack|
璣|玑|SayJack|
魢|鱾|SayJack|
鶺|鹡|SayJack|
驥|骥|SayJack|
鱭|鲚|SayJack|
齏|齑|SayJack|
躋|跻|SayJack|
賫|赍|SayJack|
磯|矶|SayJack|
茍|苟|SayJack|
傢|家|SayJack|
夾|夹|SayJack|
頰|颊|SayJack|
駕|驾|SayJack|
價|价|SayJack|
賈|贾|SayJack|
莢|荚|SayJack|
鉀|钾|SayJack|
郟|郏|SayJack|
蛺|蛱|SayJack|
鋏|铗|SayJack|
鎵|镓|SayJack|
餄|饸|SayJack|
檟|槚|SayJack|
浹|浃|SayJack|
鑑|鉴|SayJack|
艦|舰|SayJack|
殲|歼|SayJack|
監|监|SayJack|
簡|简|SayJack|
揀|拣|SayJack|
濺|溅|SayJack|
檢|检|SayJack|
儉|俭|SayJack|
漸|渐|SayJack|
減|减|SayJack|
賤|贱|SayJack|
堅|坚|SayJack|
薦|荐|SayJack|
踐|践|SayJack|
鑒|鉴|SayJack|
鍵|键|SayJack|
艱|艰|SayJack|
劍|剑|SayJack|
見|见|SayJack|
間|间|SayJack|
撿|捡|SayJack|
繭|茧|SayJack|
澗|涧|SayJack|
姦|奸|SayJack|
縑|缣|SayJack|
檻|槛|SayJack|
緘|缄|SayJack|
箋|笺|SayJack|
諫|谏|SayJack|
韉|鞯|SayJack|
鐧|锏|SayJack|
譾|谫|SayJack|
餞|饯|SayJack|
梘|枧|SayJack|
鶼|鹣|SayJack|
戔|戋|SayJack|
戩|戬|SayJack|
鰹|鲣|SayJack|
襇|裥|SayJack|
筧|笕|SayJack|
瞼|睑|SayJack|
講|讲|SayJack|
將|将|SayJack|
醬|酱|SayJack|
漿|浆|SayJack|
薑|姜|SayJack|
獎|奖|SayJack|
韁|缰|SayJack|
槳|桨|SayJack|
蔣|蒋|SayJack|
鱂|鳉|SayJack|
殭|僵|SayJack|
絳|绛|SayJack|
驕|骄|SayJack|
攪|搅|SayJack|
僥|侥|SayJack|
轎|轿|SayJack|
繳|缴|SayJack|
澆|浇|SayJack|
膠|胶|SayJack|
矯|矫|SayJack|
餃|饺|SayJack|
腳|脚|SayJack|
嬌|娇|SayJack|
較|较|SayJack|
絞|绞|SayJack|
勦|剿|SayJack|
嶠|峤|SayJack|
鮫|鲛|SayJack|
撟|挢|SayJack|
鉸|铰|SayJack|
鷦|鹪|SayJack|
誡|诫|SayJack|
節|节|SayJack|
階|阶|SayJack|
潔|洁|SayJack|
屆|届|SayJack|
結|结|SayJack|
傑|杰|SayJack|
詰|诘|SayJack|
櫛|栉|SayJack|
頡|颉|SayJack|
癤|疖|SayJack|
訐|讦|SayJack|
勁|劲|SayJack|
緊|紧|SayJack|
進|进|SayJack|
儘|尽|SayJack|
謹|谨|SayJack|
盡|尽|SayJack|
僅|仅|SayJack|
晉|晋|SayJack|
錦|锦|SayJack|
燼|烬|SayJack|
藎|荩|SayJack|
饉|馑|SayJack|
觔|筋|SayJack|
贐|赆|SayJack|
縉|缙|SayJack|
璡|琎|SayJack|
覲|觐|SayJack|
驚|惊|SayJack|
荊|荆|SayJack|
頸|颈|SayJack|
鏡|镜|SayJack|
競|竞|SayJack|
淨|净|SayJack|
徑|径|SayJack|
鯨|鲸|SayJack|
莖|茎|SayJack|
靜|静|SayJack|
經|经|SayJack|
痙|痉|SayJack|
逕|径|SayJack|
脛|胫|SayJack|
涇|泾|SayJack|
靚|靓|SayJack|
剄|刭|SayJack|
烴|烃|SayJack|
舊|旧|SayJack|
糾|纠|SayJack|
鳩|鸠|SayJack|
廄|厩|SayJack|
鷲|鹫|SayJack|
鬮|阄|SayJack|
颶|飓|SayJack|
據|据|SayJack|
懼|惧|SayJack|
劇|剧|SayJack|
舉|举|SayJack|
鋸|锯|SayJack|
跼|局|SayJack|
駒|驹|SayJack|
侷|局|SayJack|
齟|龃|SayJack|
屨|屦|SayJack|
櫸|榉|SayJack|
詎|讵|SayJack|
鋦|锔|SayJack|
窶|窭|SayJack|
鉅|巨|SayJack|
絹|绢|SayJack|
鵑|鹃|SayJack|
捲|卷|SayJack|
錈|锩|SayJack|
鐫|镌|SayJack|
訣|诀|SayJack|
決|决|SayJack|
絕|绝|SayJack|
覺|觉|SayJack|
玨|珏|SayJack|
譎|谲|SayJack|
鐝|镢|SayJack|
軍|军|SayJack|
駿|骏|SayJack|
鈞|钧|SayJack|
鮶|鲪|SayJack|
濬|浚|SayJack|
皸|皲|SayJack|
雋|隽|SayJack|
開|开|SayJack|
凱|凯|SayJack|
塏|垲|SayJack|
愾|忾|SayJack|
鎧|铠|SayJack|
鐦|锎|SayJack|
剴|剀|SayJack|
闓|闿|SayJack|
鍇|锴|SayJack|
愷|恺|SayJack|
龕|龛|SayJack|
闞|阚|SayJack|
摃|扛|SayJack|
鈧|钪|SayJack|
閌|闶|SayJack|
銬|铐|SayJack|
顆|颗|SayJack|
課|课|SayJack|
殼|壳|SayJack|
剋|克|SayJack|
騍|骒|SayJack|
緙|缂|SayJack|
軻|轲|SayJack|
懇|恳|SayJack|
墾|垦|SayJack|
齦|龈|SayJack|
硜|硁|SayJack|
鏗|铿|SayJack|
釦|扣|SayJack|
摳|抠|SayJack|
庫|库|SayJack|
褲|裤|SayJack|
軲|轱|SayJack|
絝|绔|SayJack|
嚳|喾|SayJack|
誇|夸|SayJack|
塊|块|SayJack|
澮|浍|SayJack|
鄶|郐|SayJack|
獪|狯|SayJack|
鱠|鲙|SayJack|
膾|脍|SayJack|
噲|哙|SayJack|
儈|侩|SayJack|
寬|宽|SayJack|
髖|髋|SayJack|
況|况|SayJack|
曠|旷|SayJack|
礦|矿|SayJack|
纊|纩|SayJack|
誑|诳|SayJack|
鄺|邝|SayJack|
壙|圹|SayJack|
誆|诓|SayJack|
貺|贶|SayJack|
潰|溃|SayJack|
虧|亏|SayJack|
窺|窥|SayJack|
簣|篑|SayJack|
聵|聩|SayJack|
巋|岿|SayJack|
餽|馈|SayJack|
憒|愦|SayJack|
蕢|蒉|SayJack|
饋|馈|SayJack|
騤|骙|SayJack|
崑|昆|SayJack|
綑|捆|SayJack|
睏|困|SayJack|
褌|裈|SayJack|
錕|锟|SayJack|
鯤|鲲|SayJack|
梱|阃|SayJack|
擴|扩|SayJack|
闊|阔|SayJack|
臘|腊|SayJack|
蠟|蜡|SayJack|
鑞|镴|SayJack|
賴|赖|SayJack|
來|来|SayJack|
癩|癞|SayJack|
萊|莱|SayJack|
棶|梾|SayJack|
賚|赉|SayJack|
徠|徕|SayJack|
睞|睐|SayJack|
崍|崃|SayJack|
瀨|濑|SayJack|
淶|涞|SayJack|
錸|铼|SayJack|
籟|籁|SayJack|
爛|烂|SayJack|
攬|揽|SayJack|
纜|缆|SayJack|
濫|滥|SayJack|
攔|拦|SayJack|
懶|懒|SayJack|
欄|栏|SayJack|
欖|榄|SayJack|
蘭|兰|SayJack|
籃|篮|SayJack|
