Traditional,Simplified,Pinyin,Frequency,Notes
泅,泅,qiu,0,0
萩,萩,qiu,0,0
娶,娶,qu,2,0
取,取,qu,2,0
曲,曲,qu,2,0
屈,屈,qu,2,0
趣,趣,qu,2,0
去,去,qu,2,0
渠,渠,qu,2,0
蛆,蛆,qu,1,0
磲,磲,qu,0,0
癯,癯,qu,0,0
劬,劬,qu,0,0
佢,佢,qu,0,0
璩,璩,qu,0,0
蛐,蛐,qu,0,0
朐,朐,qu,0,0
蘧,蘧,qu,0,0
祛,祛,qu,0,0
衢,衢,qu,0,0
氍,氍,qu,0,0
鼩,鼩,qu,0,0
袪,袪,qu,0,0
湨,湨,qu,0,0
蕖,蕖,qu,0,0
黢,黢,qu,0,0
犬,犬,quan,2,0
痊,痊,quan,2,0
全,全,quan,2,0
圈,圈,quan,2,0
拳,拳,quan,2,0
券,券,quan,2,0
泉,泉,quan,2,0
醛,醛,quan,0,0
棬,棬,quan,0,0
荃,荃,quan,0,0
蜷,蜷,quan,0,0
悛,悛,quan,0,0
筌,筌,quan,0,0
畎,畎,quan,0,0
鬈,鬈,quan,0,0
雀,雀,que,2,0
卻,卻,que,2,0
缺,缺,que,2,0
瘸,瘸,que,1,0
确,确,que,0,0
榷,榷,que,0,0
裙,裙,qun,2,0
群,群,qun,1,0
逡,逡,qun,0,0
蝽,蝽,qun,0,0
然,然,ran,2,0
燃,燃,ran,2,0
染,染,ran,2,0
蚺,蚺,ran,0,0
冉,冉,ran,0,0
苒,苒,ran,0,0
髯,髯,ran,0,0
嚷,嚷,rang,2,0
壤,壤,rang,2,0
攘,攘,rang,1,0
蘘,蘘,rang,0,0
穰,穰,rang,0,0
瓤,瓤,rang,0,0
禳,禳,rang,0,0
惹,惹,re,2,0
喏,喏,re,0,0
任,任,ren,2,0
仁,仁,ren,2,0
人,人,ren,2,0
忍,忍,ren,2,0
刃,刃,ren,1,0
壬,壬,ren,0,0
妊,妊,ren,0,0
衽,衽,ren,0,0
荏,荏,ren,0,0
稔,稔,ren,0,0
恁,恁,ren,0,0
仞,仞,ren,0,0
扔,扔,reng,2,0
仍,仍,reng,2,0
日,日,ri,2,0
榕,榕,rong,2,0
熔,熔,rong,2,0
容,容,rong,2,0
溶,溶,rong,2,0
融,融,rong,2,0
蓉,蓉,rong,1,0
茸,茸,rong,1,0
冗,冗,rong,1,0
戎,戎,rong,0,0
狨,狨,rong,0,0
瑢,瑢,rong,0,0
柔,柔,rou,2,0
揉,揉,rou,2,0
肉,肉,rou,2,0
蹂,蹂,rou,1,0
糅,糅,rou,0,0
鞣,鞣,rou,0,0
辱,辱,ru,2,0
入,入,ru,2,0
褥,褥,ru,2,0
乳,乳,ru,2,0
儒,儒,ru,2,0
如,如,ru,2,0
蠕,蠕,ru,1,0
孺,孺,ru,0,0
茹,茹,ru,0,0
蓐,蓐,ru,0,0
襦,襦,ru,0,0
濡,濡,ru,0,0
臑,臑,ru,0,0
洳,洳,ru,0,0
汝,汝,ru,0,0
溽,溽,ru,0,0
薷,薷,ru,0,0
嚅,嚅,ru,0,0
朊,朊,ruan,0,0
阮,阮,ruan,0,0
蕊,蕊,rui,2,0
瑞,瑞,rui,1,0
蚋,蚋,rui,0,0
蕤,蕤,rui,0,0
芮,芮,rui,0,0
汭,汭,rui,0,0
睿,睿,rui,0,0
枘,枘,rui,0,0
弱,弱,ruo,2,0
若,若,ruo,2,0
蒻,蒻,ruo,0,0
偌,偌,ruo,0,0
撒,撒,sa,2,0
脎,脎,sa,0,0
靸,靸,sa,0,0
趿,趿,sa,0,0
卅,卅,sa,0,0
仨,仨,sa,0,0
洒,洒,sa,0,0
塞,塞,sai,2,0
腮,腮,sai,1,0
噻,噻,sai,0,0
三,三,san,2,0
散,散,san,2,0
叁,叁,san,1,0
潵,潵,san,0,0
嗓,嗓,sang,2,0
桑,桑,sang,2,0
搡,搡,sang,0,0
磉,磉,sang,0,0
艘,艘,sao,2,0
嫂,嫂,sao,2,0
搔,搔,sao,1,0
臊,臊,sao,0,0
瘙,瘙,sao,0,0
埽,埽,sao,0,0
色,色,se,2,0
瑟,瑟,se,1,0
森,森,sen,2,0
僧,僧,seng,2,0
啥,啥,sha,2,0
沙,沙,sha,2,0
傻,傻,sha,2,0
砂,砂,sha,2,0
煞,煞,sha,2,0
霎,霎,sha,1,0
莎,莎,sha,0,0
裟,裟,sha,0,0
痧,痧,sha,0,0
唼,唼,sha,0,0
歃,歃,sha,0,0
晒,晒,shai,1,0
扇,扇,shan,2,0
珊,珊,shan,2,0
山,山,shan,2,0
擅,擅,shan,2,0
善,善,shan,2,0
膳,膳,shan,2,0
衫,衫,shan,2,0
杉,杉,shan,1,0
芟,芟,shan,0,0
疝,疝,shan,0,0
蟮,蟮,shan,0,0
汕,汕,shan,0,0
跚,跚,shan,0,0
潸,潸,shan,0,0
煽,煽,shan,0,0
鄯,鄯,shan,0,0
苫,苫,shan,0,0
嬗,嬗,shan,0,0
舢,舢,shan,0,0
上,上,shang,2,0
商,商,shang,2,0
尚,尚,shang,2,0
晌,晌,shang,1,0
墒,墒,shang,0,0
熵,熵,shang,0,0
梢,梢,shao,2,0
哨,哨,shao,2,0
少,少,shao,2,0
稍,稍,shao,2,0
捎,捎,shao,1,0
芍,芍,shao,1,0
筲,筲,shao,0,0
艄,艄,shao,0,0
潲,潲,shao,0,0
杓,杓,shao,0,0
勺,勺,shao,0,0
蛸,蛸,shao,0,0
邵,邵,shao,0,0
劭,劭,shao,0,0
韶,韶,shao,0,0
奢,奢,she,2,0
射,射,she,2,0
涉,涉,she,2,0
蛇,蛇,she,2,0
舌,舌,she,2,0
社,社,she,2,0
舍,舍,she,2,0
赦,赦,she,1,0
猞,猞,she,0,0
佘,佘,she,0,0
麝,麝,she,0,0
甚,甚,shen,2,0
深,深,shen,2,0
伸,伸,shen,2,0
神,神,shen,2,0
慎,慎,shen,2,0
申,申,shen,2,0
身,身,shen,2,0
呻,呻,shen,2,0
娠,娠,shen,0,0
胂,胂,shen,0,0
砷,砷,shen,0,0
矧,矧,shen,0,0
莘,莘,shen,0,0
哂,哂,shen,0,0
葚,葚,shen,0,0
抻,抻,shen,0,0
燊,燊,shen,0,0
蜃,蜃,shen,0,0
吲,吲,shen,0,0
甥,甥,sheng,2,0
剩,剩,sheng,2,0
生,生,sheng,2,0
笙,笙,sheng,2,0
盛,盛,sheng,2,0
省,省,sheng,2,0
升,升,sheng,2,0
牲,牲,sheng,2,0
胜,胜,sheng,0,0
嵊,嵊,sheng,0,0
眚,眚,sheng,0,0
晟,晟,sheng,0,0
示,示,shi,2,0
市,市,shi,2,0
柿,柿,shi,2,0
事,事,shi,2,0
侍,侍,shi,2,0
屎,屎,shi,2,0
石,石,shi,2,0
室,室,shi,2,0
氏,氏,shi,2,0
始,始,shi,2,0
式,式,shi,2,0
拾,拾,shi,2,0
世,世,shi,2,0
失,失,shi,2,0
士,士,shi,2,0
誓,誓,shi,2,0
史,史,shi,2,0
是,是,shi,2,0
十,十,shi,2,0
使,使,shi,2,0
逝,逝,shi,2,0
食,食,shi,2,0
嗜,嗜,shi,2,0
施,施,shi,2,0
什,什,shi,2,0
拭,拭,shi,1,0
尸,尸,shi,1,0
虱,虱,shi,1,0
恃,恃,shi,1,0
矢,矢,shi,1,0
奭,奭,shi,0,0
蓍,蓍,shi,0,0
豕,豕,shi,0,0
炻,炻,shi,0,0
噬,噬,shi,0,0
仕,仕,shi,0,0
浉,浉,shi,0,0
舐,舐,shi,0,0
鼫,鼫,shi,0,0
螫,螫,shi,0,0
筮,筮,shi,0,0
湜,湜,shi,0,0
售,售,shou,2,0
收,收,shou,2,0
手,手,shou,2,0
首,首,shou,2,0
瘦,瘦,shou,2,0
授,授,shou,2,0
受,受,shou,2,0
守,守,shou,2,0
狩,狩,shou,0,0
漱,漱,shu,2,0
署,署,shu,2,0
鼠,鼠,shu,2,0
蔬,蔬,shu,2,0
叔,叔,shu,2,0
梳,梳,shu,2,0
恕,恕,shu,2,0
束,束,shu,2,0
述,述,shu,2,0
墅,墅,shu,2,0
殊,殊,shu,2,0
熟,熟,shu,2,0
曙,曙,shu,2,0
舒,舒,shu,2,0
疏,疏,shu,2,0
暑,暑,shu,2,0
抒,抒,shu,2,0
薯,薯,shu,2,0
蜀,蜀,shu,1,0
黍,黍,shu,1,0
淑,淑,shu,1,0
庶,庶,shu,1,0
秫,秫,shu,0,0
沭,沭,shu,0,0
毹,毹,shu,0,0
姝,姝,shu,0,0
殳,殳,shu,0,0
菽,菽,shu,0,0
孰,孰,shu,0,0
戍,戍,shu,0,0
塾,塾,shu,0,0
澍,澍,shu,0,0
倏,倏,shu,0,0
耍,耍,shua,2,0
刷,刷,shua,2,0
甩,甩,shuai,2,0
摔,摔,shuai,2,0
蟀,蟀,shuai,2,0
衰,衰,shuai,2,0
涮,涮,shuan,1,0
拴,拴,shuan,1,0
栓,栓,shuan,1,0
霜,霜,shuang,2,0
爽,爽,shuang,2,0
孀,孀,shuang,0,0
睡,睡,shui,2,0
水,水,shui,2,0
税,税,shui,2,0
蜕,蜕,shui,1,0
瞬,瞬,shun,2,0
吮,吮,shun,1,0
舜,舜,shun,0,0
楯,楯,shun,0,0
槊,槊,shuo,0,0
蒴,蒴,shuo,0,0
妁,妁,shuo,0,0
朔,朔,shuo,0,0
搠,搠,shuo,0,0
四,四,si,2,0
撕,撕,si,2,0
肆,肆,si,2,0
斯,斯,si,2,0
似,似,si,2,0
思,思,si,2,0
寺,寺,si,2,0
司,司,si,2,0
死,死,si,2,0
私,私,si,2,0
嘶,嘶,si,1,0
伺,伺,si,1,0
俟,俟,si,0,0
澌,澌,si,0,0
兕,兕,si,0,0
偲,偲,si,0,0
嗣,嗣,si,0,0
巳,巳,si,0,0
涘,涘,si,0,0
祀,祀,si,0,0
汜,汜,si,0,0
耜,耜,si,0,0
姒,姒,si,0,0
泗,泗,si,0,0
笥,笥,si,0,0
松,松,song,2,0
送,送,song,2,0
宋,宋,song,1,0
竦,竦,song,0,0
淞,淞,song,0,0
悚,悚,song,0,0
嵩,嵩,song,0,0
菘,菘,song,0,0
凇,凇,song,0,0
餸,餸,song,0,0
嗽,嗽,sou,2,0
搜,搜,sou,2,0
滫,滫,sou,0,0
叟,叟,sou,0,0
瞍,瞍,sou,0,0
螋,螋,sou,0,0
溲,溲,sou,0,0
嗾,嗾,sou,0,0
嗖,嗖,sou,0,0
廋,廋,sou,0,0
溯,溯,su,2,0
宿,宿,su,2,0
俗,俗,su,2,0
粟,粟,su,2,0
塑,塑,su,2,0
速,速,su,2,0
素,素,su,2,0
酥,酥,su,1,0
蔌,蔌,su,0,0
涑,涑,su,0,0
觫,觫,su,0,0
嗉,嗉,su,0,0
簌,簌,su,0,0
蓿,蓿,su,0,0
夙,夙,su,0,0
窣,窣,su,0,0
愫,愫,su,0,0
僳,僳,su,0,0
酸,酸,suan,2,0
算,算,suan,2,0
蒜,蒜,suan,1,0
狻,狻,suan,0,0
祟,祟,sui,2,0
碎,碎,sui,2,0
髓,髓,sui,2,0
遂,遂,sui,2,0
隧,隧,sui,2,0
穗,穗,sui,2,0
眭,眭,sui,0,0
隋,隋,sui,0,0
荽,荽,sui,0,0
邃,邃,sui,0,0
濉,濉,sui,0,0
燧,燧,sui,0,0
睢,睢,sui,0,0
榫,榫,sun,0,0
飧,飧,sun,0,0
索,索,suo,2,0
所,所,suo,2,0
梭,梭,suo,2,0
唆,唆,suo,1,0
嗦,嗦,suo,1,0
挲,挲,suo,0,0
羧,羧,suo,0,0
蹜,蹜,suo,0,0
嗍,嗍,suo,0,0
娑,娑,suo,0,0
蓑,蓑,suo,0,0
桫,桫,suo,0,0
踏,踏,ta,2,0
塔,塔,ta,2,0
她,她,ta,2,0
塌,塌,ta,2,0
它,它,ta,2,0
他,他,ta,2,0
蹋,蹋,ta,1,0
榻,榻,ta,0,0
遢,遢,ta,0,0
漯,漯,ta,0,0
沓,沓,ta,0,0
溻,溻,ta,0,0
嗒,嗒,ta,0,0
台,台,tai,2,0
抬,抬,tai,2,0
苔,苔,tai,2,0
汰,汰,tai,2,0
太,太,tai,2,0
胎,胎,tai,2,0
泰,泰,tai,1,0
酞,酞,tai,0,0
炱,炱,tai,0,0
肽,肽,tai,0,0
薹,薹,tai,0,0
邰,邰,tai,0,0
跆,跆,tai,0,0
探,探,tan,2,0
毯,毯,tan,2,0
痰,痰,tan,2,0
檀,檀,tan,2,0
潭,潭,tan,2,0
坦,坦,tan,2,0
炭,炭,tan,2,0
碳,碳,tan,2,0
袒,袒,tan,1,0
覃,覃,tan,0,0
郯,郯,tan,0,0
倓,倓,tan,0,0
菼,菼,tan,0,0
忐,忐,tan,0,0
坍,坍,tan,0,0
糖,糖,tang,2,0
趟,趟,tang,2,0
淌,淌,tang,2,0
堂,堂,tang,2,0
唐,唐,tang,2,0
躺,躺,tang,2,0
倘,倘,tang,2,0
塘,塘,tang,2,0
棠,棠,tang,1,0
膛,膛,tang,1,0
搪,搪,tang,1,0
帑,帑,tang,0,0
鄌,鄌,tang,0,0
樘,樘,tang,0,0
溏,溏,tang,0,0
螗,螗,tang,0,0
羰,羰,tang,0,0
瑭,瑭,tang,0,0
嘡,嘡,tang,0,0
螳,螳,tang,0,0
耥,耥,tang,0,0
掏,掏,tao,2,0
套,套,tao,2,0
萄,萄,tao,2,0
滔,滔,tao,2,0
陶,陶,tao,2,0
淘,淘,tao,2,0
逃,逃,tao,2,0
桃,桃,tao,2,0
叨,叨,tao,1,0
饕,饕,tao,0,0
洮,洮,tao,0,0
啕,啕,tao,0,0
特,特,te,2,0
忒,忒,te,0,0
慝,慝,te,0,0
忑,忑,te,0,0
疼,疼,teng,2,0
藤,藤,teng,2,0
螣,螣,teng,0,0
滕,滕,teng,0,0
啼,啼,ti,2,0
嚏,嚏,ti,2,0
提,提,ti,2,0
踢,踢,ti,2,0
惕,惕,ti,2,0
剔,剔,ti,2,0
蹄,蹄,ti,2,0
涕,涕,ti,2,0
梯,梯,ti,2,0
剃,剃,ti,2,0
替,替,ti,2,0
醍,醍,ti,0,0
倜,倜,ti,0,0
悌,悌,ti,0,0
逖,逖,ti,0,0
体,体,ti,0,0
荑,荑,ti,0,0
天,天,tian,2,0
添,添,tian,2,0
填,填,tian,2,0
舔,舔,tian,2,0
田,田,tian,2,0
甜,甜,tian,2,0
恬,恬,tian,1,0
腆,腆,tian,0,0
忝,忝,tian,0,0
嗔,嗔,tian,0,0
湉,湉,tian,0,0
掭,掭,tian,0,0
殄,殄,tian,0,0
黇,黇,tian,0,0
畋,畋,tian,0,0
挑,挑,tiao,2,0
跳,跳,tiao,2,0
眺,眺,tiao,2,0
髫,髫,tiao,0,0
苕,苕,tiao,0,0
迢,迢,tiao,0,0
祧,祧,tiao,0,0
佻,佻,tiao,0,0
蜩,蜩,tiao,0,0
笤,笤,tiao,0,0
窕,窕,tiao,0,0
帖,帖,tie,2,0
餮,餮,tie,0,0
萜,萜,tie,0,0
庭,庭,ting,2,0
亭,亭,ting,2,0
艇,艇,ting,2,0
廷,廷,ting,2,0
停,停,ting,2,0
挺,挺,ting,2,0
蜓,蜓,ting,2,0
梃,梃,ting,0,0
莛,莛,ting,0,0
珽,珽,ting,0,0
耵,耵,ting,0,0
霆,霆,ting,0,0
汀,汀,ting,0,0
婷,婷,ting,0,0
葶,葶,ting,0,0
町,町,ting,0,0
筒,筒,tong,2,0
童,童,tong,2,0
同,同,tong,2,0
通,通,tong,2,0
桶,桶,tong,2,0
痛,痛,tong,2,0
彤,彤,tong,1,0
桐,桐,tong,1,0
瞳,瞳,tong,1,0
曈,曈,tong,0,0
峒,峒,tong,0,0
艟,艟,tong,0,0
茼,茼,tong,0,0
熥,熥,tong,0,0
捅,捅,tong,0,0
僮,僮,tong,0,0
潼,潼,tong,0,0
硐,硐,tong,0,0
恫,恫,tong,0,0
峂,峂,tong,0,0
佟,佟,tong,0,0
侗,侗,tong,0,0
砼,砼,tong,0,0
酮,酮,tong,0,0
嗵,嗵,tong,0,0
偷,偷,tou,2,0
透,透,tou,2,0
投,投,tou,2,0
骰,骰,tou,0,0
途,途,tu,2,0
突,突,tu,2,0
兔,兔,tu,2,0
屠,屠,tu,2,0
吐,吐,tu,2,0
土,土,tu,2,0
徒,徒,tu,2,0
凸,凸,tu,2,0
堍,堍,tu,0,0
菟,菟,tu,0,0
涂,涂,tu,0,0
荼,荼,tu,0,0
酴,酴,tu,0,0
芏,芏,tu,0,0
葖,葖,tu,0,0
彖,彖,tuan,0,0
疃,疃,tuan,0,0
湍,湍,tuan,0,0
推,推,tui,2,0
退,退,tui,2,0
腿,腿,tui,2,0
煺,煺,tui,0,0
豚,豚,tun,2,0
吞,吞,tun,2,0
臀,臀,tun,1,0
褪,褪,tun,1,0
屯,屯,tun,1,0
炖,炖,tun,0,0
氽,氽,tun,0,0
暾,暾,tun,0,0
拖,拖,tuo,2,0
妥,妥,tuo,2,0
唾,唾,tuo,2,0
拓,拓,tuo,2,0
脱,脱,tuo,2,0
托,托,tuo,2,0
橐,橐,tuo,0,0
砣,砣,tuo,0,0
酡,酡,tuo,0,0
陀,陀,tuo,0,0
佗,佗,tuo,0,0
鞁,鞁,tuo,0,0
柝,柝,tuo,0,0
庹,庹,tuo,0,0
跎,跎,tuo,0,0
沱,沱,tuo,0,0
坨,坨,tuo,0,0
挖,挖,wa,2,0
娃,娃,wa,2,0
哇,哇,wa,2,0
蛙,蛙,wa,2,0
瓦,瓦,wa,2,0
佤,佤,wa,0,0
歪,歪,wai,2,0
外,外,wai,2,0
碗,碗,wan,2,0
婉,婉,wan,2,0
腕,腕,wan,2,0
挽,挽,wan,2,0
玩,玩,wan,2,0
蜿,蜿,wan,2,0
完,完,wan,2,0
晚,晚,wan,2,0
惋,惋,wan,2,0
丸,丸,wan,2,0
豌,豌,wan,1,0
宛,宛,wan,1,0
畹,畹,wan,0,0
剜,剜,wan,0,0
琬,琬,wan,0,0
芄,芄,wan,0,0
烷,烷,wan,0,0
浣,浣,wan,0,0
皖,皖,wan,0,0
菀,菀,wan,0,0
忘,忘,wang,2,0
旺,旺,wang,2,0
亡,亡,wang,2,0
汪,汪,wang,2,0
王,王,wang,2,0
枉,枉,wang,2,0
往,往,wang,2,0
望,望,wang,2,0
妄,妄,wang,1,0
惘,惘,wang,0,0
罔,罔,wang,0,0
魍,魍,wang,0,0
喂,喂,wei,2,0
萎,萎,wei,2,0
危,危,wei,2,0
威,威,wei,2,0
畏,畏,wei,2,0
味,味,wei,2,0
胃,胃,wei,2,0
未,未,wei,2,0
唯,唯,wei,2,0
微,微,wei,2,0
位,位,wei,2,0
慰,慰,wei,2,0
惟,惟,wei,2,0
尾,尾,wei,2,0
蔚,蔚,wei,2,0
委,委,wei,2,0
桅,桅,wei,1,0
尉,尉,wei,1,0
魏,魏,wei,1,0
薇,薇,wei,1,0
巍,巍,wei,1,0
偎,偎,wei,1,0
隈,隈,wei,0,0
洧,洧,wei,0,0
娓,娓,wei,0,0
倭,倭,wei,0,0
渭,渭,wei,0,0
猥,猥,wei,0,0
圩,圩,wei,0,0
崴,崴,wei,0,0
葳,葳,wei,0,0
帷,帷,wei,0,0
溦,溦,wei,0,0
煨,煨,wei,0,0
隗,隗,wei,0,0
痿,痿,wei,0,0
逶,逶,wei,0,0
猬,猬,wei,0,0
嵬,嵬,wei,0,0
温,温,wen,2,0
紊,紊,wen,2,0
吻,吻,wen,2,0
蚊,蚊,wen,2,0
文,文,wen,2,0
瘟,瘟,wen,1,0
刎,刎,wen,0,0
塭,塭,wen,0,0
汶,汶,wen,0,0
雯,雯,wen,0,0
翁,翁,weng,2,0
嗡,嗡,weng,2,0
蓊,蓊,weng,0,0
滃,滃,weng,0,0
我,我,wo,2,0
沃,沃,wo,2,0
握,握,wo,2,0
卧,卧,wo,2,0
肟,肟,wo,0,0
斡,斡,wo,0,0
幄,幄,wo,0,0
渥,渥,wo,0,0
五,五,wu,2,0
侮,侮,wu,2,0
舞,舞,wu,2,0
巫,巫,wu,2,0
唔,唔,wu,2,0
勿,勿,wu,2,0
武,武,wu,2,0
屋,屋,wu,2,0
毋,毋,wu,2,0
伍,伍,wu,2,0
悟,悟,wu,2,0
污,污,wu,2,0
午,午,wu,2,0
蜈,蜈,wu,2,0
晤,晤,wu,2,0
物,物,wu,2,0
捂,捂,wu,1,0
梧,梧,wu,1,0
婺,婺,wu,0,0
戊,戊,wu,0,0
圬,圬,wu,0,0
忤,忤,wu,0,0
芴,芴,wu,0,0
焐,焐,wu,0,0
兀,兀,wu,0,0
痦,痦,wu,0,0
寤,寤,wu,0,0
牾,牾,wu,0,0
迕,迕,wu,0,0
鼯,鼯,wu,0,0
阢,阢,wu,0,0
浯,浯,wu,0,0
靰,靰,wu,0,0
杌,杌,wu,0,0
郚,郚,wu,0,0
仵,仵,wu,0,0
吾,吾,wu,0,0
鋈,鋈,wu,0,0
昔,昔,xi,2,0
希,希,xi,2,0
喜,喜,xi,2,0
息,息,xi,2,0
西,西,xi,2,0
夕,夕,xi,2,0
膝,膝,xi,2,0
析,析,xi,2,0
吸,吸,xi,2,0
洗,洗,xi,2,0
媳,媳,xi,2,0
嬉,嬉,xi,2,0
晰,晰,xi,2,0
稀,稀,xi,2,0
徙,徙,xi,2,0
惜,惜,xi,2,0
隙,隙,xi,2,0
犀,犀,xi,2,0
席,席,xi,2,0
系,系,xi,2,0
蟋,蟋,xi,2,0
嘻,嘻,xi,2,0
悉,悉,xi,2,0
熄,熄,xi,2,0
溪,溪,xi,2,0
熙,熙,xi,1,0
菥,菥,xi,0,0
樨,樨,xi,0,0
晞,晞,xi,0,0
羲,羲,xi,0,0
檄,檄,xi,0,0
淅,淅,xi,0,0
唏,唏,xi,0,0
隰,隰,xi,0,0
蹊,蹊,xi,0,0
蓰,蓰,xi,0,0
曦,曦,xi,0,0
葸,葸,xi,0,0
矽,矽,xi,0,0
舄,舄,xi,0,0
翕,翕,xi,0,0
歙,歙,xi,0,0
禧,禧,xi,0,0
兮,兮,xi,0,0
浠,浠,xi,0,0
僖,僖,xi,0,0
粞,粞,xi,0,0
郄,郄,xi,0,0
窸,窸,xi,0,0
鼷,鼷,xi,0,0
硒,硒,xi,0,0
醯,醯,xi,0,0
豨,豨,xi,0,0
禊,禊,xi,0,0
熹,熹,xi,0,0
穸,穸,xi,0,0
裼,裼,xi,0,0
螅,螅,xi,0,0
屣,屣,xi,0,0
蜥,蜥,xi,0,0
潟,潟,xi,0,0
奚,奚,xi,0,0
烯,烯,xi,0,0
舾,舾,xi,0,0
皙,皙,xi,0,0
汐,汐,xi,0,0
霞,霞,xia,2,0
下,下,xia,2,0
暇,暇,xia,2,0
夏,夏,xia,2,0
瞎,瞎,xia,2,0
匣,匣,xia,1,0
柙,柙,xia,0,0
罅,罅,xia,0,0
遐,遐,xia,0,0
黠,黠,xia,0,0
狎,狎,xia,0,0
瑕,瑕,xia,0,0
呷,呷,xia,0,0
掀,掀,xian,2,0
限,限,xian,2,0
弦,弦,xian,2,0
嫌,嫌,xian,2,0
仙,仙,xian,2,0
先,先,xian,2,0
陷,陷,xian,2,0
舷,舷,xian,1,0
涎,涎,xian,1,0
咸,咸,xian,1,0
腺,腺,xian,1,0
痃,痃,xian,0,0
祆,祆,xian,0,0
酰,酰,xian,0,0
跣,跣,xian,0,0
燹,燹,xian,0,0
筅,筅,xian,0,0
羡,羡,xian,0,0
暹,暹,xian,0,0
氙,氙,xian,0,0
霰,霰,xian,0,0
冼,冼,xian,0,0
想,想,xiang,2,0
象,象,xiang,2,0
像,像,xiang,2,0
香,香,xiang,2,0
享,享,xiang,2,0
箱,箱,xiang,2,0
巷,巷,xiang,2,0
翔,翔,xiang,2,0
相,相,xiang,2,0
祥,祥,xiang,2,0
橡,橡,xiang,2,0
向,向,xiang,2,0
湘,湘,xiang,1,0
襄,襄,xiang,0,0
庠,庠,xiang,0,0
宵,宵,xiao,2,0
逍,逍,xiao,2,0
孝,孝,xiao,2,0
小,小,xiao,2,0
肖,肖,xiao,2,0
